Address,Symbol Name,Matching
000000710000113C,_ZN14AmiiboFunction21getSearchEndAmiiboNumEPKN2al18IUseSceneObjHolderE,false
00000071000011C8,_ZN14AmiiboFunction29getSearchEndAmiiboNumRealTimeEPKN2al18IUseSceneObjHolderE,false
00000071000011E0,_ZN14AmiiboFunction20registerSearchAmiiboEPKN2al18IUseSceneObjHolderERKNS0_7NfpInfoE,false
0000007100001274,_ZN14AmiiboFunction14isSearchAmiiboEPKN2al18IUseSceneObjHolderERKNS0_7NfpInfoE,false
0000007100001314,_ZN14AmiiboFunction21deleteSearchEndAmiiboEPKN2al18IUseSceneObjHolderE,false
000000710000132C,_ZN14AmiiboFunction16setTalkStartTimeEPKN2al18IUseSceneObjHolderE,false
00000071000013E4,_ZN14AmiiboFunction23getMessageTagDataHolderEPKN2al18IUseSceneObjHolderE,false
0000007100001400,_ZN14AmiiboFunction18setTouchAmiiboNameEPKN2al18IUseSceneObjHolderEii,false
0000007100001540,_ZN14AmiiboFunction23trySetAmiiboCostumeNameEPKN2al18IUseSceneObjHolderEi,false
0000007100001558,_ZNK17AmiiboNpcDirector15getSceneObjNameEv,false
0000007100001564,_ZN17AmiiboNpcDirectorD2Ev,false
0000007100001568,_ZN17AmiiboNpcDirectorD0Ev,false
000000710000156C,_ZN2al9ISceneObj12initSceneObjEv,false
0000007100001570,_ZNK17AmiiboNpcDirector14getAudioKeeperEv,false
0000007100001578,_ZThn8_NK17AmiiboNpcDirector14getAudioKeeperEv,false
0000007100001584,_ZNK4sead14SafeStringBaseIcE22assureTerminationImpl_Ev,false
0000007100001684,_ZN21HelpAmiiboCoinCollectC1EP18HelpAmiiboDirectorPN2al9LiveActorE,false
00000071000016C4,_ZN21HelpAmiiboCoinCollect18initAfterPlacementERKN2al13ActorInitInfoE,false
0000007100001714,_ZNK21HelpAmiiboCoinCollect14isTriggerTouchERKN2al7NfpInfoE,false
000000710000171C,_ZN21HelpAmiiboCoinCollect11isEnableUseEv,false
0000007100001888,_ZN21HelpAmiiboCoinCollect8activateEv,false
0000007100001C00,_ZN21HelpAmiiboCoinCollect7executeEv,false
0000007100001CDC,_ZN21HelpAmiiboCoinCollect16deleteHintEffectEv,false
0000007100001D44,_ZN21HelpAmiiboCoinCollect12appearEffectEv,false
0000007100001DA4,_ZN21HelpAmiiboCoinCollect10killEffectEv,false
0000007100001DFC,_ZN21HelpAmiiboCoinCollect15isUseDummyModelEPN2al9LiveActorE,false
0000007100001E80,_ZN21HelpAmiiboCoinCollect21getDummyEffectEmitPosEPN4sead7Vector3IfEEPN2al9LiveActorE,false
0000007100001EE4,_ZNK21HelpAmiiboCoinCollect7getTypeEv,false
0000007100001EEC,_ZN21HelpAmiiboCountUpCoinC2EP18HelpAmiiboDirectorPN2al9LiveActorE,false
0000007100001F64,_ZN21HelpAmiiboCountUpCoin18initAfterPlacementERKN2al13ActorInitInfoE,false
0000007100002130,_ZNK21HelpAmiiboCountUpCoin14isTriggerTouchERKN2al7NfpInfoE,false
000000710000217C,_ZN21HelpAmiiboCountUpCoin11isEnableUseEv,false
000000710000219C,_ZN21HelpAmiiboCountUpCoin8activateEv,false
0000007100002310,_ZN21HelpAmiiboCountUpCoin7executeEv,false
0000007100002348,_ZN21HelpAmiiboCountUpCoin6exeEndEv,false
000000710000234C,_ZN21HelpAmiiboCountUpCoin8exeDelayEv,false
0000007100002390,_ZN21HelpAmiiboCountUpCoin13exeAppearCoinEv,false
000000710000253C,_ZN21HelpAmiiboCountUpCoin12updateItemQTEPN2al9LiveActorE,false
00000071000025B0,_ZNK21HelpAmiiboCountUpCoin7getTypeEv,false
00000071000025B8,_ZNK21HelpAmiiboCountUpCoin14getNerveKeeperEv,false
00000071000025C0,_ZThn32_NK21HelpAmiiboCountUpCoin14getNerveKeeperEv,false
00000071000025C8,nullsub_1,false
00000071000025CC,_ZNK2al5Nerve12executeOnEndEPNS_11NerveKeeperE,false
00000071000025D0,sub_71000025D0,false
0000007100002624,sub_7100002624,false
0000007100002638,_ZN18HelpAmiiboDirectorC2Ev,false
0000007100002674,_ZN18HelpAmiiboDirector4initEP18ProjectNfpDirectorPKN2al12PlayerHolderEPNS2_13AudioDirectorERKNS2_14LayoutInitInfoE,false
0000007100002744,_ZN18HelpAmiiboDirector26initAfterPlacementSceneObjERKN2al13ActorInitInfoE,false
00000071000028FC,_ZNK18HelpAmiiboDirector25isTriggerTouchAmiiboMarioEv,false
0000007100002988,_ZNK18HelpAmiiboDirector25isTriggerTouchAmiiboPeachEv,false
0000007100002A14,_ZNK18HelpAmiiboDirector25isTriggerTouchAmiiboKoopaEv,false
0000007100002AA0,_ZNK18HelpAmiiboDirector25isTriggerTouchAmiiboYoshiEv,false
0000007100002B2C,_ZNK18HelpAmiiboDirector23isTriggerTouchAmiiboAllEv,false
0000007100002CD8,_ZN18HelpAmiiboDirector7executeEv,false
0000007100002DC4,_ZN18HelpAmiiboDirector5resetEv,false
0000007100002DFC,_ZNK18HelpAmiiboDirector16isHelpAmiiboModeEv,false
0000007100002E48,_ZN18HelpAmiiboDirector23appearCoinCollectEffectEv,false
0000007100002E50,_ZN18HelpAmiiboDirector21killCoinCollectEffectEv,false
0000007100002E58,_ZN18HelpAmiiboDirector7exeWaitEv,false
0000007100002EBC,_ZN18HelpAmiiboDirector12exeCountHoldEv,false
0000007100002F34,_ZN18HelpAmiiboDirector9exeActiveEv,false
00000071000030E4,_ZN18HelpAmiiboDirector10tryExecuteEPKN2al7NfpInfoE,false
00000071000032B0,_ZN18HelpAmiiboDirector12exeIconCloseEv,false
000000710000334C,_ZN14AmiiboFunction27tryCreateHelpAmiiboDirectorEPKN2al18IUseSceneObjHolderE,false
0000007100003354,_ZN14AmiiboFunction25isTriggerTouchAmiiboMarioEPKN2al18IUseSceneObjHolderE,false
00000071000033EC,_ZN14AmiiboFunction25isTriggerTouchAmiiboPeachEPKN2al18IUseSceneObjHolderE,false
0000007100003484,_ZN14AmiiboFunction25isTriggerTouchAmiiboKoopaEPKN2al18IUseSceneObjHolderE,false
000000710000351C,_ZN14AmiiboFunction23isTriggerTouchAmiiboAllEPKN2al18IUseSceneObjHolderE,false
0000007100003540,_ZN2rs20resetHelpAmiiboStateEPKN2al18IUseSceneObjHolderE,false
0000007100003590,_ZN2rs16isHelpAmiiboModeEPKN2al18IUseSceneObjHolderE,false
00000071000035E8,_ZNK18HelpAmiiboDirector15getSceneObjNameEv,false
00000071000035F4,_ZN2al9ISceneObjD2Ev,false
00000071000035F8,_ZN18HelpAmiiboDirectorD0Ev,false
00000071000035FC,_ZNK18HelpAmiiboDirector14getAudioKeeperEv,false
0000007100003604,_ZNK18HelpAmiiboDirector14getNerveKeeperEv,false
000000710000360C,_ZThn8_NK18HelpAmiiboDirector14getAudioKeeperEv,false
0000007100003614,_ZThn16_NK18HelpAmiiboDirector14getNerveKeeperEv,false
000000710000361C,sub_710000361C,false
000000710000368C,sub_710000368C,false
0000007100003710,sub_7100003710,false
0000007100003724,sub_7100003724,false
00000071000037CC,_ZN18HelpAmiiboExecutorC2EP18HelpAmiiboDirectorPN2al9LiveActorEPKc,false
00000071000037E8,_ZN18HelpAmiiboExecutor18initAfterPlacementERKN2al13ActorInitInfoE,false
00000071000037EC,_ZN18HelpAmiiboExecutor8tryTouchERKN2al7NfpInfoE,false
0000007100003848,_ZN18HelpAmiiboExecutor10tryExecuteEv,false
000000710000389C,_ZN18HelpAmiiboExecutor8activateEv,false
00000071000038A8,_ZN18HelpAmiiboExecutor10deactivateEv,false
00000071000038B0,_ZN18HelpAmiiboFallCoinC2EP18HelpAmiiboDirectorPN2al9LiveActorE,false
00000071000038F4,_ZN18HelpAmiiboFallCoin18initAfterPlacementERKN2al13ActorInitInfoE,false
0000007100003A7C,_ZNK18HelpAmiiboFallCoin14isTriggerTouchERKN2al7NfpInfoE,false
0000007100003A84,_ZN18HelpAmiiboFallCoin11isEnableUseEv,false
0000007100003A8C,_ZN18HelpAmiiboFallCoin8activateEv,false
0000007100003AF8,_ZN18HelpAmiiboFallCoin7executeEv,false
0000007100003B94,_ZN18HelpAmiiboFallCoin7exeWaitEv,false
0000007100003B98,_ZN18HelpAmiiboFallCoin7exeFallEv,false
0000007100003CB8,_ZNK18HelpAmiiboFallCoin7getTypeEv,false
0000007100003CC0,_ZNK18HelpAmiiboFallCoin14getNerveKeeperEv,false
0000007100003CC8,_ZThn32_NK18HelpAmiiboFallCoin14getNerveKeeperEv,false
0000007100003CD0,nullsub_2,false
0000007100003CD4,sub_7100003CD4,false
0000007100003CE8,_ZN18HelpAmiiboFunction26calcLifeUpItemAppearOffsetEPN4sead7Vector3IfEEPKN2al9LiveActorE,false
0000007100003E4C,_ZN18HelpAmiiboFunction16calcCoinAppearQTEPN4sead4QuatIfEEPNS0_7Vector3IfEEPKN2al9LiveActorE,false
0000007100003F98,_ZN18HelpAmiiboFunction27calcIsHitArrowItemAppearPosEPKN2al9LiveActorE,false
00000071000041E0,_ZN26HelpAmiiboInvincibleAttackC2EP18HelpAmiiboDirectorPN2al9LiveActorE,false
000000710000421C,_ZN26HelpAmiiboInvincibleAttack18initAfterPlacementERKN2al13ActorInitInfoE,false
000000710000426C,_ZNK26HelpAmiiboInvincibleAttack14isTriggerTouchERKN2al7NfpInfoE,false
0000007100004274,_ZN26HelpAmiiboInvincibleAttack8activateEv,false
00000071000042F4,_ZN26HelpAmiiboInvincibleAttack7executeEv,false
00000071000042FC,_ZNK26HelpAmiiboInvincibleAttack7getTypeEv,false
0000007100004304,_ZN23HelpAmiiboLifeMaxUpItemC2EP18HelpAmiiboDirectorPN2al9LiveActorE,false
0000007100004340,_ZN23HelpAmiiboLifeMaxUpItem18initAfterPlacementERKN2al13ActorInitInfoE,false
00000071000043D8,_ZNK23HelpAmiiboLifeMaxUpItem14isTriggerTouchERKN2al7NfpInfoE,false
00000071000043E0,_ZN23HelpAmiiboLifeMaxUpItem11isEnableUseEv,false
00000071000043E8,_ZN23HelpAmiiboLifeMaxUpItem8activateEv,false
0000007100004560,_ZN23HelpAmiiboLifeMaxUpItem7executeEv,false
00000071000045A0,_ZNK23HelpAmiiboLifeMaxUpItem7getTypeEv,false
00000071000045A8,_ZN29HelpAmiiboNavigateCoinCollectC2EP18HelpAmiiboDirectorPN2al9LiveActorE,false
00000071000045E4,_ZN29HelpAmiiboNavigateCoinCollect18initAfterPlacementERKN2al13ActorInitInfoE,false
0000007100004644,_ZNK29HelpAmiiboNavigateCoinCollect14isTriggerTouchERKN2al7NfpInfoE,false
000000710000464C,_ZN29HelpAmiiboNavigateCoinCollect8activateEv,false
0000007100004728,_ZN29HelpAmiiboNavigateCoinCollect7executeEv,false
0000007100004788,_ZNK29HelpAmiiboNavigateCoinCollect7getTypeEv,false
0000007100004790,_ZN26HelpAmiiboPlayerInvincibleC1EP18HelpAmiiboDirectorPN2al9LiveActorE,false
00000071000047C8,_ZNK26HelpAmiiboPlayerInvincible14isTriggerTouchERKN2al7NfpInfoE,false
0000007100004804,_ZN26HelpAmiiboPlayerInvincible11isEnableUseEv,false
000000710000480C,_ZN26HelpAmiiboPlayerInvincible7executeEv,false
000000710000485C,_ZNK26HelpAmiiboPlayerInvincible7getTypeEv,false
0000007100004864,_ZN15HelpAmiiboYoshiC2EP18HelpAmiiboDirectorPN2al9LiveActorE,false
00000071000048A0,_ZN15HelpAmiiboYoshi18initAfterPlacementERKN2al13ActorInitInfoE,false
0000007100004900,_ZNK15HelpAmiiboYoshi14isTriggerTouchERKN2al7NfpInfoE,false
0000007100004908,_ZN15HelpAmiiboYoshi8activateEv,false
0000007100004978,_ZN15HelpAmiiboYoshi7executeEv,false
0000007100004998,_ZNK15HelpAmiiboYoshi7getTypeEv,false
00000071000049A0,_ZN15ItemAmiiboKoopaC2EPKc,false
0000007100004A18,_ZN15ItemAmiiboKoopaC1EPKc,false
0000007100004A9C,_ZN15ItemAmiiboKoopa4initERKN2al13ActorInitInfoE,false
0000007100004B0C,_ZN15ItemAmiiboKoopa6appearEv,false
0000007100004B48,_ZN15ItemAmiiboKoopa9exeExpandEv,false
0000007100004BC4,_ZN15ItemAmiiboKoopa7exeWaitEv,false
0000007100004C14,_ZN15ItemAmiiboKoopa12attackSensorEPN2al9HitSensorES2_,false
0000007100004C1C,_ZNK2al9LiveActor14getNerveKeeperEv,false
0000007100004C24,_ZN2al9LiveActor4initERKNS_13ActorInitInfoE,false
0000007100004C28,_ZN2al9LiveActor12attackSensorEPNS_9HitSensorES2_,false
0000007100004C2C,_ZN2al9LiveActor10receiveMsgEPKNS_9SensorMsgEPNS_9HitSensorES5_,false
0000007100004C34,_ZN2al9LiveActor21receiveMsgScreenPointEPKNS_9SensorMsgEPNS_13ScreenPointerEPNS_17ScreenPointTargetE,false
0000007100004C3C,_ZNK2al9LiveActor7getNameEv,false
0000007100004C44,_ZNK2al9LiveActor15getEffectKeeperEv,false
0000007100004C4C,_ZNK2al9LiveActor14getAudioKeeperEv,false
0000007100004C54,_ZNK2al9LiveActor20getStageSwitchKeeperEv,false
0000007100004C5C,_ZN2al9LiveActor7controlEv,false
0000007100004C60,_ZTv0_n24_NK2al9LiveActor7getNameEv,false
0000007100004C74,_ZThn24_NK2al9LiveActor20getStageSwitchKeeperEv,false
0000007100004C7C,_ZThn8_NK2al9LiveActor15getEffectKeeperEv,false
0000007100004C84,_ZThn16_NK2al9LiveActor14getAudioKeeperEv,false
0000007100004C8C,sub_7100004C8C,false
0000007100004D0C,sub_7100004D0C,false
0000007100004D60,_ZN16SearchAmiiboDataC2Ev,false
0000007100004D70,_ZN16SearchAmiiboData4initEv,false
0000007100004D80,_ZNK16SearchAmiiboData11isInvalidIdEv,false
0000007100004D90,_ZN21SearchAmiiboDataTableC2Ev,false
0000007100004DE4,_ZN21SearchAmiiboDataTable4initEv,false
0000007100004E10,_ZN21SearchAmiiboDataTable5writeEPN2al11ByamlWriterE,false
0000007100004F50,_ZN21SearchAmiiboDataTable4readERKN2al9ByamlIterE,false
0000007100005070,_ZNK21SearchAmiiboDataTable13getDataNumMaxEv,false
0000007100005078,_ZNK21SearchAmiiboDataTable11isInvalidIdEi,false
0000007100005090,_ZNK21SearchAmiiboDataTable7getDataEi,false
000000710000509C,_ZNK21SearchAmiiboDataTable5getIdEi,false
00000071000050AC,_ZNK21SearchAmiiboDataTable14getNumberingIdEi,false
00000071000050BC,_ZN21SearchAmiiboDataTable5setIdEiii,false
00000071000050D8,_ZNK21SearchAmiiboDataTable18getSearchStartTimeEi,false
00000071000050E8,_ZN21SearchAmiiboDataTable18setSearchStartTimeEmi,false
00000071000050F8,_ZN21SearchAmiiboDataTable4copyEii,false
0000007100005118,_ZN21SearchAmiiboDataTable11initByIndexEi,false
0000007100005130,_ZN21BirdGatheringSpotAreaC2EPKc,false
00000071000051AC,_ZN21BirdGatheringSpotAreaC1EPKc,false
0000007100005234,_ZN21BirdGatheringSpotArea4initERKN2al12AreaInitInfoE,false
0000007100005278,_ZN21BirdGatheringSpotArea14updateClippingEPKN2al13ClippingJudgeERKN4sead7Vector3IfEE,false
0000007100005310,_ZNK21BirdGatheringSpotArea9isClippedEv,false
0000007100005318,_ZNK21BirdGatheringSpotArea16getSightDistanceEv,false
0000007100005320,_ZNK21BirdGatheringSpotArea27isGreaterPriorityNotClippedEPKS_,false
0000007100005334,_ZNK21BirdGatheringSpotArea21calcRandomGroundTransEPN4sead7Vector3IfEE,false
000000710000541C,_ZN21BirdGatheringSpotArea16AreaClippingInfoC2Ev,false
000000710000544C,_ZNK2al7AreaObj7getNameEv,false
0000007100005454,_ZNK2al7AreaObj20getStageSwitchKeeperEv,false
000000710000545C,_ZNK2al7AreaObj17getSceneObjHolderEv,false
0000007100005464,_ZThn8_NK2al7AreaObj17getSceneObjHolderEv,false
000000710000546C,_ZN12ExtForceAreaC2EPKc,false
00000071000054C4,_ZN12ExtForceAreaC1EPKc,false
0000007100005528,_ZN12ExtForceArea4initERKN2al12AreaInitInfoE,false
00000071000055C4,_ZNK12ExtForceArea12calcExtForceEPN4sead7Vector3IfEERKS2_S5_S5_,false
0000007100005844,_ZN21ForceRecoveryKidsAreaC2EPKc,false
0000007100005898,_ZN21ForceRecoveryKidsAreaC1EPKc,false
00000071000058F8,_ZN21ForceRecoveryKidsArea4initERKN2al12AreaInitInfoE,false
0000007100005984,_ZN19In2DAreaMoveControlC2Ev,false
00000071000059C4,_ZN19In2DAreaMoveControl6updateERKN4sead13FixedPtrArrayIN2al7AreaObjELi8EEE,false
0000007100005A58,_ZNK19In2DAreaMoveControl14calcGravityDirEPN4sead7Vector3IfEERKS2_S5_,false
0000007100005B3C,_ZNK19In2DAreaMoveControl11calcLockDirEPN4sead7Vector3IfEEPfRKS2_,false
0000007100005C50,_ZNK19In2DAreaMoveControl15calcLastLockDirEPN4sead7Vector3IfEERKS2_,false
0000007100005D34,_ZNK19In2DAreaMoveControl17isNearSnapSurfaceERKN4sead7Vector3IfEEf,false
0000007100005E50,_ZNK19In2DAreaMoveControl25isLastAreaPushOutOppositeEv,false
0000007100005ECC,_ZNK19In2DAreaMoveControl23isLastAreaFaceToPushOutEv,false
0000007100005F48,_ZN10MoveArea2DC2EPKc,false
0000007100005F9C,_ZN10MoveArea2DC1EPKc,false
0000007100005FFC,_ZN10MoveArea2D4initERKN2al12AreaInitInfoE,false
00000071000060F0,_ZNK10MoveArea2D13calcSnapPowerEPN4sead7Vector3IfEEPfRKS2_f,false
0000007100006148,_ZNK10MoveArea2D17calcSnapPowerCubeEPN4sead7Vector3IfEEPfRKS2_f,false
0000007100006270,_ZNK10MoveArea2D21calcSnapPowerCylinderEPN4sead7Vector3IfEEPfRKS2_f,false
0000007100006384,_ZNK10MoveArea2D17calcSnapPowerDiskEPN4sead7Vector3IfEEPfRKS2_f,false
00000071000064AC,_ZNK10MoveArea2D14calcGravityDirEPN4sead7Vector3IfEEPfRKS2_,false
00000071000066A0,_ZNK10MoveArea2D15calcGravityYDirEPN4sead7Vector3IfEEPf,false
00000071000066D8,_ZNK10MoveArea2D29calcGravityCylinderCenterAxisEPN4sead7Vector3IfEEPfRKS2_b,false
00000071000067DC,_ZN24NpcForceMaterialCodeAreaC2EPKc,false
000000710000682C,_ZN24NpcForceMaterialCodeAreaC1EPKc,false
0000007100006888,_ZN24NpcForceMaterialCodeArea4initERKN2al12AreaInitInfoE,false
00000071000068B8,_ZN14RouteGuideAreaC2EPKc,false
0000007100006920,_ZN14RouteGuideAreaC1EPKc,false
0000007100006994,_ZN14RouteGuideArea4initERKN2al12AreaInitInfoE,false
0000007100006A00,_ZNK14RouteGuideArea12calcGuidePosEPN4sead7Vector3IfEE,false
0000007100006A14,_ZN9StainAreaC2EPKc,false
0000007100006A64,_ZN9StainAreaC1EPKc,false
0000007100006AC0,_ZN9StainArea4initERKN2al12AreaInitInfoE,false
0000007100006B0C,_ZN23SwitchKeepOn2DAreaGroup9tryCreateEPKcPN2al15AreaObjDirectorEPKNS2_12PlayerHolderE,false
0000007100006B7C,_ZN23SwitchKeepOn2DAreaGroup20selectTargetPosArrayEPbPPN4sead7Vector3IfEEPiPKN2al7AreaObjEPKNS7_20SwitchAreaTargetInfoE,false
0000007100006C4C,_ZNK23SwitchKeepOn2DAreaGroup19isExternalConditionEv,false
0000007100006C74,_ZN23SwitchKeepOn2DAreaGroupC2EPN2al12AreaObjGroupEPKNS0_12PlayerHolderE,false
0000007100006CAC,_ZN36SwitchKeepOn2DExceptDokanInAreaGroup9tryCreateEPKcPN2al15AreaObjDirectorEPKNS2_12PlayerHolderE,false
0000007100006D1C,_ZN36SwitchKeepOn2DExceptDokanInAreaGroup20selectTargetPosArrayEPbPPN4sead7Vector3IfEEPiPKN2al7AreaObjEPKNS7_20SwitchAreaTargetInfoE,false
0000007100006DEC,_ZNK36SwitchKeepOn2DExceptDokanInAreaGroup19isExternalConditionEv,false
0000007100006E54,_ZN36SwitchKeepOn2DExceptDokanInAreaGroupC1EPN2al12AreaObjGroupEPKNS0_12PlayerHolderE,false
0000007100006E8C,_ZN31SwitchKeepOnIgnoreOffAreaTarget9tryCreateEPKcPN2al15AreaObjDirectorE,false
0000007100006EEC,_ZN31SwitchKeepOnIgnoreOffAreaTarget20selectTargetPosArrayEPbPPN4sead7Vector3IfEEPiPKN2al7AreaObjEPKNS7_20SwitchAreaTargetInfoE,false
0000007100006F88,_ZN31SwitchKeepOnIgnoreOffAreaTargetC1EPN2al12AreaObjGroupE,false
0000007100006FB8,_ZNK2al21SwitchKeepOnAreaGroup19isExternalConditionEv,false
0000007100006FC0,_ZN34SwitchKeepOnPlayerInWaterAreaGroup9tryCreateEPKcPN2al15AreaObjDirectorEPKNS2_12PlayerHolderE,false
0000007100007030,_ZNK34SwitchKeepOnPlayerInWaterAreaGroup19isExternalConditionEv,false
0000007100007058,_ZN34SwitchKeepOnPlayerInWaterAreaGroupC2EPN2al12AreaObjGroupEPKNS0_12PlayerHolderE,false
0000007100007090,_ZN19SwitchOn2DAreaGroup9tryCreateEPKcPN2al15AreaObjDirectorEPKNS2_12PlayerHolderE,false
0000007100007100,_ZNK19SwitchOn2DAreaGroup19isExternalConditionEv,false
0000007100007128,_ZN19SwitchOn2DAreaGroupC2EPN2al12AreaObjGroupEPKNS0_12PlayerHolderE,false
0000007100007160,_ZN31SwitchOnPlayerOnGroundAreaGroup9tryCreateEPKcPN2al15AreaObjDirectorEPKNS2_12PlayerHolderE,false
00000071000071D0,_ZNK31SwitchOnPlayerOnGroundAreaGroup19isExternalConditionEv,false
0000007100007220,_ZN31SwitchOnPlayerOnGroundAreaGroupC1EPN2al12AreaObjGroupEPKNS0_12PlayerHolderE,false
0000007100007258,_ZN2rs14procForRestartEPKN2al13AudioDirectorES3_b,false
0000007100007300,_ZN2rs33endBgmSituationForSceneTransitionEPKN2al15IUseAudioKeeperE,false
0000007100007378,_ZN2rs47tryRegistBgmResourceNameToBgmRhythmSyncDirectorEPKN2al15IUseAudioKeeperE,false
0000007100007434,_ZN2rs14stopCollectBgmEPN2al5SceneEi,false
0000007100007498,_ZN2rs14stopCollectBgmEPN2al9LiveActorEi,false
00000071000074FC,_ZN20BgmAnimeSyncDirectorC2Ev,false
0000007100007520,_ZN20BgmAnimeSyncDirector6updateEv,false
00000071000075C8,_ZN20BgmAnimeSyncDirector25calcArchiveAndActionIndexEPKcS1_,false
0000007100007654,_ZN20BgmAnimeSyncDirector29calcNecessaryMeasuresNumScaleEi,false
0000007100007684,_ZN20BgmAnimeSyncDirector26initAfterPlacementSceneObjERKN2al13ActorInitInfoE,false
00000071000076B4,_ZNK2al9ISceneObj15getSceneObjNameEv,false
00000071000076C0,_ZN20BgmAnimeSyncDirectorD0Ev,false
00000071000076C4,_ZNK20BgmAnimeSyncDirector14getAudioKeeperEv,false
00000071000076CC,_ZThn8_NK20BgmAnimeSyncDirector14getAudioKeeperEv,false
00000071000076D4,_ZN13AnimeAccessorC2EPN2al9LiveActorE,false
00000071000076F8,_ZN13AnimeAccessor11tryActivateEv,false
0000007100007790,_ZN13AnimeAccessor10deactivateEv,false
00000071000077A0,_ZN13AnimeAccessor15trySetAnimFrameEf,false
00000071000077D0,_ZN13AnimeAccessor19trySetAnimFrameRateEf,false
0000007100007800,_ZNK16SklAnimeAccessor17isTargetAnimExistEv,false
0000007100007808,_ZNK16VisAnimeAccessor17isTargetAnimExistEv,false
0000007100007810,_ZNK16MtsAnimeAccessor17isTargetAnimExistEv,false
0000007100007818,_ZNK16MtpAnimeAccessor17isTargetAnimExistEv,false
0000007100007820,_ZNK16MclAnimeAccessor17isTargetAnimExistEv,false
0000007100007828,_ZNK16SklAnimeAccessor24getPlayingTargetAnimNameEv,false
0000007100007834,_ZNK16VisAnimeAccessor24getPlayingTargetAnimNameEv,false
000000710000783C,_ZNK16MtsAnimeAccessor24getPlayingTargetAnimNameEv,false
0000007100007844,_ZNK16MtpAnimeAccessor24getPlayingTargetAnimNameEv,false
000000710000784C,_ZNK16MclAnimeAccessor24getPlayingTargetAnimNameEv,false
0000007100007854,_ZNK16SklAnimeAccessor18getTargetAnimFrameEv,false
0000007100007860,_ZNK16VisAnimeAccessor18getTargetAnimFrameEv,false
0000007100007868,_ZNK16MtsAnimeAccessor18getTargetAnimFrameEv,false
0000007100007870,_ZNK16MtpAnimeAccessor18getTargetAnimFrameEv,false
0000007100007878,_ZNK16MclAnimeAccessor18getTargetAnimFrameEv,false
0000007100007880,_ZNK16SklAnimeAccessor21getTargetAnimFrameMaxEPKc,false
